"id","name","date_entered","date_modified","modified_user_id","created_by","description","deleted","assigned_user_id","account_type","industry","annual_revenue","phone_fax","billing_address_street","billing_address_city","billing_address_state","billing_address_postalcode","billing_address_country","rating","phone_office","phone_alternate","website","ownership","employees","ticker_symbol","shipping_address_street","shipping_address_city","shipping_address_state","shipping_address_postalcode","shipping_address_country","parent_id","sic_code","campaign_id"
"97d02453-1fe3-0b4a-53b6-440c55a5a59d", "Cassara1", "0000-00-00 00:00:00", "2009-12-01 18:13:47", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Av. de Mayo 1190 3° Piso of. 031", "Capital", "Buenos Aires", "", "Argentina", "", "", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=57", "", "", "", "", "", "", "", "Argentina", "", "", ""
"c3e645cd-a8e0-5d2e-7ef2-440c556403de", "Cevallos", "0000-00-00 00:00:00", "2011-11-23 18:21:36", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4544-0637", "Zapiola 2836 /40", "Capital", "Buenos Aires", "1428", "Argentina", "", "4543-3335 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=560", "", "", "", "", "", "", "", "Argentina", "", "", ""
"d11e872b-601c-99e7-40c8-440c552c9569", "CILFA", "0000-00-00 00:00:00", "2009-12-01 14:39:17", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Av. Libertador 602
Piso 6", "Capital Federal", "Buenos Aires", "1001", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e741eed4-ba24-3198-19db-440c5563f00e", "Cinetic", "0000-00-00 00:00:00", "2006-03-06 20:35:28", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "", "Av. Triunvirato 2734/6", "Capital", "Buenos Aires", "1427", "Argentina", "", "4552-6260", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=572", "", "", "", "", "", "", "", "Argentina", "", "", ""
"6b7007cf-d9b0-b930-d14e-440c5535c6ed", "Colegio Farmac. Bioq. Capital", "0000-00-00 00:00:00", "2010-01-21 13:02:44", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Rocamora 4057", "Capital Federal", "Buenos Aires", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"15483ff3-fb51-e5ea-7077-440c55bf9a17", "Colgate", "0000-00-00 00:00:00", "2007-03-15 21:46:38", "cae7b565-99a5-440a-73e4-45f991f9c947", "1", "", "0", "1", "", "", "", "4239-8353", "Av. Antártida Argentina 2269", "Llavallol", "Buenos Aires", "1836", "Argentina", "", "4239-8200", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=67", "", "", "", "", "", "", "", "Argentina", "", "", ""
"49909dc4-d548-2e9f-afb9-440c5542228f", "Coloplast", "0000-00-00 00:00:00", "2010-11-09 16:32:47", "5299efde-0730-3dc3-5224-4cb74cd8fbee", "1", "", "0", "1", "", "", "", "4314-0777", "Bouchart 547 Piso 13", "Capital", "Buenos Aires", "1106", "Argentina", "", "4311-2999  4313-4747", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=524", "", "", "", "", "", "", "", "Argentina", "", "", ""
"5afd212f-fcb6-a7d0-d91e-440c55746b24", "Columbia", "0000-00-00 00:00:00", "2009-12-01 14:39:37", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Este laboratorio si bien no funciona, actualmente tiene productos en el mercado, por lo que no se le enviara Kairos pero seguira estando en el Listado de Precios hasta agotar el stock.", "0", "1", "", "", "", "4567-7676", "Cervantes 2950", "", "", "", "Argentina", "", "4567-7676", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=655", "", "", "", "", "", "", "", "Argentina", "", "", ""
"74955af7-d707-2d7e-df76-440c55dbacaa", "COOPERALA", "0000-00-00 00:00:00", "2009-12-01 14:39:44", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Al 14 de diciembre estaba compuesto de la siguiente forma:
Presidente: Jorge Cassara
Vicepresidente 1º: Ing. Eduardo Berardo
Vicepresidente 2º: Marcelo Nacuccio
Secretario: Hugo Caivano

Horario: de 9 a 17 hs", "0", "1", "", "", "", "", "Sarmiento 1113 Piso 1, "A"", "Capital Federal", "", "", "Argentina", "", "", "", "http://cooperala.com.ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"8225f7b8-5136-73e9-fad3-440c551fa751", "Cosmecéutica", "0000-00-00 00:00:00", "2006-03-07 21:28:50", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4824-8801", "Charcas 2737 Piso 2 D", "Capital", "Buenos Aires", "1425", "Argentina", "", "4824-8801", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=715", "", "", "", "", "", "", "", "Argentina", "", "", ""
"aed1b372-8926-3c81-f340-440c55ae005b", "Dallas", "0000-00-00 00:00:00", "2012-04-23 12:45:58", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Uriarte 2121", "Capital", "Buenos Aires", "1425", "Argentina", "", "4773-2792", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=75", "", "", "", "Uriarte 2121", "Capital", "Capital", "1425", "Argentina", "", "", ""
"c953d770-c1fb-bc7d-f3ee-440c555d85f6", "De Las Abadias. S.A", "0000-00-00 00:00:00", "0000-00-00 00:00:00", "1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "", "", "", "", "", "", "", "", "Argentina", "", "", ""
"dec31d3c-683b-5e60-e73d-440c55eb0e97", "Defuen", "0000-00-00 00:00:00", "2006-03-06 20:40:11", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4856-2895", "Av. Dorrego 331", "Capital", "Buenos Aires", "1414", "Argentina", "", "4855-1249  4856-2895", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=77", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e95a2fee-9c91-3953-62f6-440c55b70d7a", "Delta Farma", "0000-00-00 00:00:00", "2006-03-06 20:40:35", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4633-5110", "Bacacay 1820 /22", "Capital", "Buenos Aires", "1406", "Argentina", "", "4633-5110", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=79", "", "", "", "", "", "", "", "Argentina", "", "", ""
"1abd8d3d-7953-8141-e709-440c55d84736", "Denver Farma", "0000-00-00 00:00:00", "2010-11-23 12:51:28", "5299efde-0730-3dc3-5224-4cb74cd8fbee", "1", "", "0", "1", "", "", "", "4762-3877", "Natalio Querido 2285", "Munro", "Buenos Aires", "1605", "Argentina", "", "4756-5436 Líneas Rotativa", "", "http://www.denverfarma.com.ar", "", "", "", "", "", "", "", "Argentina", "", "", ""
"79882777-613d-c985-dbed-440c55b14e11", "DICOFAR", "0000-00-00 00:00:00", "2006-03-07 17:46:38", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4488-8317", "Fray Cayetano Rodríguez 3520", "Ciudadela", "Buenos Aires", "1702", "Argentina", "", "4657-7910  4488-1836", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=660", "", "", "", "", "", "", "", "Argentina", "", "", ""
"8ae158cb-0d8d-4dbf-7aeb-440c55d6b3c4", "Direct Pharma", "0000-00-00 00:00:00", "2009-12-01 14:39:51", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Jujuy 2054 - Piso 3º", "Capital Federal", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"9c6b005c-7cd3-d2d7-4d45-440c5529c204", "Dispolab", "0000-00-00 00:00:00", "2007-06-26 20:20:48", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Pedro Ignacio Rivera 5084", "", "Capital Federal", "1431", "Argentina", "", "4523-2880/6660", "", "http://www.dispolab.com", "", "", "", "", "", "", "", "Argentina", "", "", ""
"aa87417c-f1ac-be2e-ad50-440c55d5023a", "DISPROFARMA", "0000-00-00 00:00:00", "2007-12-27 16:14:44", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Av. Castañares 3222", "Capital Federal", "Buenos Aires", "C1406IHS", "Argentina", "", "6091-4300 (rot.)", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=86", "", "", "", "", "", "", "", "Argentina", "", "", ""
"cfb39148-9023-a64d-993f-440c55433c3c", "DISSA", "0000-00-00 00:00:00", "2006-03-07 17:50:10", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4682-7000", "Pola 2249 /51", "Capital", "Buenos Aires", "1440", "Argentina", "", "4682-7000 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=88", "", "", "", "", "", "", "", "Argentina", "", "", ""
"d9493d5a-3c29-d475-795c-440c55c0628e", "DOCHER", "0000-00-00 00:00:00", "0000-00-00 00:00:00", "1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "", "", "", "", "", "", "", "", "Argentina", "", "", ""
"e4323cb7-2fe4-2645-dc4c-440c5592d52a", "Dominguez", "0000-00-00 00:00:00", "2006-03-07 17:51:06", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4921-1332", "Av. La Plata 2552", "Capital", "Buenos Aires", "1437", "Argentina", "", "4921-1030 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=90", "", "", "", "", "", "", "", "Argentina", "", "", ""
"a4680960-83d8-5b25-8873-440c5540a6bf", "Dr. Hugo Pombar", "0000-00-00 00:00:00", "2009-12-01 14:40:13", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "MELINCUE 3139 3º PISO DTO. 13. CP. 1417", "Buenos Aires", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"13fd3620-e82a-3337-5a57-440c55a73ffb", "Dr. Madaus", "0000-00-00 00:00:00", "2011-11-23 18:22:08", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4775-4380", "Av. Luis María Campos 585", "Capital", "Buenos Aires", "1426", "Argentina", "", "4771-1734  4772-2428", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=418", "", "", "", "", "", "", "", "Argentina", "", "", ""
"220b7cb8-c6fb-4900-9ebb-440c5542a143", "Driburg", "0000-00-00 00:00:00", "2009-05-18 20:05:24", "bcddac05-88f1-c172-3f2a-46f3d281c113", "1", "", "0", "1", "", "", "", "4711-1367", "Panama 1248", "Martinez", "Buenos Aires", "1248", "Argentina", "", "4799-6210", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=720", "", "", "", "", "", "", "", "Argentina", "", "", ""
"6f381ee4-25cf-7e02-2d5c-440c55b959e8", "Drogueria Argentina", "0000-00-00 00:00:00", "2009-12-01 14:40:41", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4218-3246", "Brasil 1100", "", "Buenos Aires", "1823", "Argentina", "", "4208-9061", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=726", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7d91d8d9-fcdc-b7ce-0bf7-440c5543bdc2", "Drogueria del Plata", "0000-00-00 00:00:00", "2009-12-01 14:40:49", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4682-7057", "Av. J.B. Alberdi 5101", "Capital", "Buenos Aires", "1440", "Argentina", "", "4684-2727/0344  4682-5613", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=687", "", "", "", "", "", "", "", "Argentina", "", "", ""
"96dbdad5-ab09-6218-2614-440c55f00ce1", "Drogueria del Sud", "0000-00-00 00:00:00", "2009-12-01 14:40:57", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Humberto I 1868", "Capital Federal", "", "C1229AAB", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"eb46c2bc-d8f1-143a-abee-440c552bc991", "Drogueria Droser", "0000-00-00 00:00:00", "2009-12-01 14:41:15", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"dd100045-d859-18fd-9113-440c55a71370", "Droguería Farmaquen", "0000-00-00 00:00:00", "2009-12-01 14:42:46", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Nordenstrom 574", "Neuquen", "Neuquen", "8300", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"f40301e5-1efe-6ca9-d474-440c553a8923", "Drogueria Florida", "0000-00-00 00:00:00", "2009-12-01 14:42:52", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Roosevelt 3430", "Capital Federal", "Buenos Aires", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"19071953-3d96-018d-aaa6-440c551e5163", "Drogueria Progen", "0000-00-00 00:00:00", "2012-01-04 16:09:11", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Alsina 1777", "Capital Federal", "Buenos aires", "1090", "Argentina", "", "6091-6600", "0810-222-7764", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"4381b87f-e09e-c1a2-590e-440c550c8419", "Drogueria Rentafarm", "0000-00-00 00:00:00", "2009-12-01 14:43:07", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Ancaste 3409", "", "", "", "Argentina", "", "4911-6005/6007", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=738", "", "", "", "", "", "", "", "Argentina", "", "", ""
"526216e5-17c7-6a9e-7062-440c55989b65", "DROGUERIA SUIZO ARGENTINA", "0000-00-00 00:00:00", "2009-12-01 14:43:14", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "G.Ardoino 514", "Ramos Mejia", "Buenos Aires", "1704", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"6b2ed139-bb8f-b071-0841-440c55ac3cbc", "Duncan", "0000-00-00 00:00:00", "2012-01-16 12:44:39", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4514-6820", "Tronador 543", "Capital", "Buenos Aires", "1427", "Argentina", "", "4514-6820/26", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=99", "", "", "", "", "", "", "", "Argentina", "", "", ""
"81dd558a-b16a-ebbe-d935-440c55d32041", "EDIT. PANAMERICANA", "0000-00-00 00:00:00", "2009-12-01 14:43:28", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Marcelo T. de Alvear 2145", "Capital Federal", "Buenos Aires", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"4117a55c-eac0-df17-f704-440c559f2220", "Eli Lilly", "0000-00-00 00:00:00", "2010-12-10 15:32:18", "5299efde-0730-3dc3-5224-4cb74cd8fbee", "1", "", "0", "1", "", "", "", "4546-4170", "Tronador 4890, 12°p Edif. Pan. Plaza", "Capital Federal", "Buenos Aires", "1430", "Argentina", "", "4546-4000", "", "http://www.lilly-argentina.com", "", "", "", "", "", "", "", "Argentina", "", "", ""
"83712a9d-03f6-d44d-bbe6-440c556e7d38", "Elisium", "0000-00-00 00:00:00", "2012-07-06 14:29:25", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4633-5790", "Bacacay 1739", "Capital", "Buenos Aires", "1406", "Argentina", "", "4632-0824   4633-5789", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=352", "", "", "", "", "", "", "", "Argentina", "", "", ""
"a4fc9252-f773-a837-8a9d-440c55647909", "Empresa Cosmetica", "0000-00-00 00:00:00", "0000-00-00 00:00:00", "1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "", "", "", "", "", "", "", "", "Argentina", "", "", ""
"aec277e4-777f-2ca0-00d6-440c55f0b4a8", "Euroderm", "0000-00-00 00:00:00", "2007-03-15 21:25:28", "a301c60a-3a93-0569-e6cc-4403822426f3", "1", "Planta: 

Emilio Mitre 1794 - (C1424AZJ) Capital 

Telefax: (54 11) 4921-3310 (L.Rotativas)

Se instaló en esta dirección a partir del 29/01/07", "0", "1", "", "", "", "4921-3310", "Emilio Mitre 1794", "Capital Federal", "Buenos Aires", "C1429BYB", "Argentina", "", "4921-3310", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=347", "", "", "", "", "", "", "", "Argentina", "", "", ""
"c0c78e18-8e79-795d-85b8-440c554b932a", "Eurolab", "0000-00-00 00:00:00", "2006-08-09 12:38:30", "b5aabf8d-e845-576a-e54c-44bbbce72314", "1", "", "0", "1", "", "", "", "", "Av. Juan de Garay 3881", "Capital", "Buenos Aires", "", "Argentina", "", "4926-1649/1672", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=704", "", "", "", "", "", "", "", "Argentina", "", "", ""
"eb44d6fe-e185-187b-c4a1-440c5597acae", "Excelentia", "0000-00-00 00:00:00", "2006-03-07 19:15:23", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4911-9114", "Santo Domingo 4088", "Capital", "Buenos Aires", "1437", "Argentina", "", "4911-9114", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=576", "", "", "", "", "", "", "", "Argentina", "", "", ""
"d3e00500-c079-5683-3d21-440c55b1ce31", "Savant Pharm", "0000-00-00 00:00:00", "2009-02-13 13:26:03", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "27 Marzo 2007 Antes se llamaba Fabop ", "0", "1", "", "", "", "", "Ruta Nacional Nro. 19 Km. 204", "El Tío", "Cordoba", "2432", "Argentina", "", "(03576) 491346 (Líneas ro", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=569", "", "", "", "", "", "", "", "Argentina", "", "", ""
"12fd5bfb-1c73-bd14-67ea-440c55cbd9de", "FABRA", "0000-00-00 00:00:00", "2011-11-23 18:22:25", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4756-4153", "Carlos Villate 5271", "Munro", "Buenos Aires", "1605", "Argentina", "", "4756-7293/4153  4512-5573", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=112", "", "", "", "", "", "", "", "Argentina", "", "", ""
"246990ec-9c56-b1ac-56ad-440c55fb3268", "Fada Pharma", "0000-00-00 00:00:00", "2012-09-27 17:43:40", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "Tronador 4890 Piso 11, Cap. Fed. (C1430DNN)
Planta: Tabare 1641, Cap. Fed. (C1437FHM)
MKT: Av. 12 de Octubre 4444,  Quilmes (B1879ABZ)", "0", "1", "", "", "", "", "Av. 12 de Octubre 4444", "Quilmes", "Buenos Aires", "B1879ABZ", "Argentina", "", "5648-0049", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=113", "", "", "", "", "", "", "", "Argentina", "", "", ""
"575bbac8-40ea-d960-6c6e-440c55c382f3", "FARMACIA DEL CENTRO", "0000-00-00 00:00:00", "2009-12-01 14:43:42", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Cerrito 1044", "Capital Federal", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"60f8c891-0ed7-8128-1e3b-440c55c05b30", "Farmanet", "0000-00-00 00:00:00", "2011-12-27 19:51:05", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4814-7122/23", "VEDIA 3616, piso 9

", "CABA", "", "C1430DAH", "Argentina", "", "4814-7100", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=429", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7396c52e-5825-4cd4-f438-440c55db9056", "Farmedis", "0000-00-00 00:00:00", "0000-00-00 00:00:00", "1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "", "", "", "", "", "", "", "", "Argentina", "", "", ""
"7d3d66af-a6c4-55fe-3f59-440c556da93d", "FECOFAR", "0000-00-00 00:00:00", "2006-03-07 19:19:24", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4482-5549", "Av. Pte. Perón 2742", "San Justo", "Buenos Aires", "1754", "Argentina", "", "4482-5522/5493/5483", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=119", "", "", "", "", "", "", "", "Argentina", "", "", ""
"8f980d67-0144-afeb-7ccc-440c5586ded0", "Ferring", "0000-00-00 00:00:00", "2006-10-30 20:05:55", "b5aabf8d-e845-576a-e54c-44bbbce72314", "1", "", "0", "1", "", "", "", "4585-8920", "Juan B. Justo 4840", "Capital", "Buenos Aires", "1416", "Argentina", "", "4585-8900", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=405", "", "", "", "", "", "", "", "Argentina", "", "", ""
"aa532541-6a36-ae90-4b64-440c5586f302", "Filaxis", "0000-00-00 00:00:00", "2007-07-19 15:12:22", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "5093-9880 o int. 9880", "Av. Cabildo 2677,  3º y 7º p", "", "Capital Federal", "1428", "Argentina", "", "5093-9800/9000 (conmt)", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=122", "", "", "", "", "", "", "", "Argentina", "", "", ""
"f11df124-6c6f-3538-1692-440c556d015b", "Finadiet", "0000-00-00 00:00:00", "2006-03-07 19:20:37", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4983-0930", "Hipólito Yrigoyen 3771", "Capital", "Buenos Aires", "1208", "Argentina", "", "4981-5444/5544/5644/0860/", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=123", "", "", "", "", "", "", "", "Argentina", "", "", ""
"488e3997-7cc5-254b-67b8-440c55731215", "Fitopharma/ Biokosma", "0000-00-00 00:00:00", "2006-03-07 19:22:00", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4746-1110", "Pasaje González 2552", "San Fernando", "Buenos Aires", "1646", "Argentina", "", "4746-1777  4744-6776", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=644", "", "", "", "", "", "", "", "Argentina", "", "", ""
"5254a533-8cb8-5e2c-16ed-440c55c4a039", "FORTBENTON", "0000-00-00 00:00:00", "2006-03-07 19:23:09", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4682-9314", "Escalada 133", "Capital", "Buenos Aires", "1407", "Argentina", "", "4682-9376/9309/9380/3098", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=125", "", "", "", "", "", "", "", "Argentina", "", "", ""
"5bf0128b-c132-105c-c438-440c55185bac", "Fuera de la Industria", "0000-00-00 00:00:00", "2007-05-03 17:58:54", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "", "", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"9bb52822-f698-7152-0ef7-440c5544ab31", "GABY MARIN", "0000-00-00 00:00:00", "2006-03-07 19:24:23", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "", "Dorrego 1940 Torre 2 Piso 2 Oficina A", "Chacarita", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"81ca0762-1202-44f3-7634-440c55c9112d", "Galderma", "0000-00-00 00:00:00", "2006-03-07 19:25:18", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4124-0211/0213", "Av. Juramento 1775 Piso 3", "Ed. Juramento Plaza Capital", "Buenos Aires", "1428", "Argentina", "", "4124-0454", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=366", "", "", "", "", "", "", "", "Argentina", "", "", ""
"295bce95-39b6-e866-379e-440c557ed5cc", "Galenica", "0000-00-00 00:00:00", "2007-06-07 19:43:44", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "4545-2970", "Av. Triunvirato 5379/81", "Capital", "Buenos Aires", "1431", "Argentina", "", "4545-2970", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=625", "", "", "", "", "", "", "", "Argentina", "", "", ""
"3562b3b4-8e5e-10af-8c93-440c551d8676", "Geminis", "0000-00-00 00:00:00", "2006-03-07 19:26:39", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4458-3907", "2a. Rivadavia 23333 /35", "Ituzaingó", "Buenos Aires", "1714", "Argentina", "", "4623-5046  4458-3907", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=652", "", "", "", "", "", "", "", "Argentina", "", "", ""
"418d305d-602f-05f2-2d02-440c557b530b", "Genzyme", "0000-00-00 00:00:00", "2012-01-04 16:11:18", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Fondo de la legua 161", "Boulogne", "", "B1609JED", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"602f795f-5375-67f4-c7e3-440c556198c3", "GEZZI", "0000-00-00 00:00:00", "2006-03-07 19:29:46", "d9bf9be7-0bbf-fb9f-6c43-440384b7ef79", "1", "", "0", "1", "", "", "", "4555-5030", "14 de Julio 855 PB Dto. 2", "Capital", "Buenos Aires", "1427", "Argentina", "", "4555-4466 (Líneas rotativ", "", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=133", "", "", "", "", "", "", "", "Argentina", "", "", ""
"8c7e0abe-1233-8038-619c-440c55a3fa51", "Global  Med", "0000-00-00 00:00:00", "2009-12-01 14:43:58", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "", "0", "1", "", "", "", "", "Av. Dardo Rocha 1207", "Bernal", "", "", "Argentina", "", "", "", "http://", "", "", "", "", "", "", "", "Argentina", "", "", ""
"98ba2bfa-8dbb-96e5-303f-440c55fbf33f", "Globalfarm", "0000-00-00 00:00:00", "2012-05-08 18:09:07", "2a8ae252-4ca4-9c60-4d29-460910f94fa1", "1", "
", "0", "1", "", "", "", "", "Artilleros 2218", "Ciudad Autónoma de Buenos Aires", "Buenos Aires", "1428", "Argentina", "", "4876-0800 /// 4876-0800", "0800-122-GLOBAL (4562)", "http://www.prvademecum.com/PRData/NEWLaboratorio.asp?L=650", "", "", "", "", "", "", "", "Argentina", "", "", ""
